time,pwma,pwmb,pitch,motor_a_speed,motor_b_speed,target_speed,target_angle,running_success_flag,angle_error,e,ec
15.945,643,643,-9.75,18,16,0,0,1,0,0.97,-1.57
15.950001,706,706,-9.12,20,20,0,0,1,0,0.91,-1.26
15.955,607,607,-8.39,20,20,0,0,1,0,0.84,-1.45
15.959999,611,611,-7.99,26,24,0,0,1,0,0.8,-0.81
15.965,479,479,-6.96,26,24,0,0,1,0,0.7,-2.05
15.969999,656,656,-5.99,28,26,0,0,1,0,0.6,-1.94
15.975,571,571,-5.03,28,26,0,0,1,0,0.5,-1.92
15.98,495,495,-4.03,30,30,0,0,1,0,0.4,-2.02
15.985001,424,424,-2.64,30,30,0,0,1,0,0.26,-2.77
15.99,332,332,-1.52,32,30,0,0,1,0,0.15,-2.24
15.995001,175,175,-0.38,32,30,0,0,1,0,0.04,-2.28
16,43,43,1.1,32,32,0,0,1,0,-0.11,-2.95
16.004999,-156,-156,2.5,32,32,0,0,1,0,-0.25,-2.81
16.01,-357,-357,4,28,28,0,0,1,0,-0.4,-2.99
16.014999,-586,-586,5.33,28,28,0,0,1,0,-0.53,-2.67
16.02,-770,-770,6.75,24,22,0,0,1,0,-0.68,-2.84
16.025,-800,-800,8.06,24,22,0,0,1,0,-0.81,-2.62
16.030001,-800,-800,9.34,18,16,0,0,1,0,-0.93,-2.56
16.035,-800,-800,10.3,18,16,0,0,1,0,-1.03,-1.92
16.040001,-800,-800,11,6,6,0,0,1,0,-1.1,-1.4
16.045,-800,-800,11.26,6,6,0,0,1,0,-1.13,-0.52
16.049999,-800,-800,11.53,2,-2,0,0,1,0,-1.15,-0.55
16.055,-800,-800,11.6,2,-2,0,0,1,0,-1.16,-0.14
16.059999,-800,-800,11.62,-8,-12,0,0,1,0,-1.16,-0.03
16.065001,-800,-800,11.18,-8,-12,0,0,1,0,-1.12,0.88
16.07,-788,-788,10.81,-14,-14,0,0,1,0,-1.08,0.74
16.075001,-792,-792,10.28,-14,-14,0,0,1,0,-1.03,1.05
16.08,-666,-666,9.85,-20,-22,0,0,1,0,-0.98,0.87
16.084999,-665,-665,8.9,-20,-22,0,0,1,0,-0.89,1.89
16.09,-405,-405,8.17,-24,-26,0,0,1,0,-0.82,1.47
16.094999,-411,-411,7.21,-24,-26,0,0,1,0,-0.72,1.92
16.1,-295,-295,6.31,-28,-30,0,0,1,0,-0.63,1.78
16.105,-257,-257,4.85,-28,-30,0,0,1,0,-0.49,2.92
16.110001,-167,-167,3.87,-28,-32,0,0,1,0,-0.39,1.97
16.115,-127,-127,2.35,-28,-32,0,0,1,0,-0.23,3.04
16.120001,-72,-72,0.96,-26,-28,0,0,1,0,-0.1,2.77
16.125,-28,-28,-0.53,-26,-28,0,0,1,0,0.05,2.99
16.129999,21,21,-1.78,-24,-24,0,0,1,0,0.18,2.5
16.135,60,60,-3.03,-24,-24,0,0,1,0,0.3,2.49
16.139999,101,101,-4.39,-20,-22,0,0,1,0,0.44,2.73
16.145,145,145,-5.39,-20,-22,0,0,1,0,0.54,2
16.15,175,175,-6.49,-14,-18,0,0,1,0,0.65,2.2
16.155001,208,208,-7.34,-14,-18,0,0,1,0,0.73,1.71
16.16,260,260,-7.94,-12,-14,0,0,1,0,0.79,1.2
16.165001,367,367,-8.66,-12,-14,0,0,1,0,0.87,1.44
16.17,353,353,-9.37,-8,-8,0,0,1,0,0.94,1.42
16.174999,386,386,-9.79,-8,-8,0,0,1,0,0.98,0.84
16.18,468,468,-10.12,-6,-6,0,0,1,0,1.01,0.66
16.184999,477,477,-10.28,-6,-6,0,0,1,0,1.03,0.31
16.190001,480,480,-10.58,0,0,0,0,1,0,1.06,0.59
16.195,485,485,-10.84,0,0,0,0,1,0,1.08,0.54
16.200001,489,489,-10.71,6,2,0,0,1,0,1.07,-0.27
16.205,488,488,-10.42,6,2,0,0,1,0,1.04,-0.58
16.209999,517,517,-10.37,10,8,0,0,1,0,1.04,-0.1
16.215,484,484,-10.34,10,8,0,0,1,0,1.03,-0.07
16.219999,484,484,-9.99,12,12,0,0,1,0,1,-0.7
16.225,531,531,-9.22,12,12,0,0,1,0,0.92,-1.54
16.23,673,673,-8.66,16,14,0,0,1,0,0.87,-1.11
16.235001,559,559,-8.03,16,14,0,0,1,0,0.8,-1.26
16.24,554,554,-7.35,18,16,0,0,1,0,0.73,-1.36
16.245001,537,537,-6.54,18,16,0,0,1,0,0.65,-1.61
16.25,534,534,-6.04,22,18,0,0,1,0,0.6,-1.01
16.254999,424,424,-5.48,22,18,0,0,1,0,0.55,-1.12
16.26,408,408,-4.5,22,22,0,0,1,0,0.45,-1.96
16.264999,458,458,-3.42,22,22,0,0,1,0,0.34,-2.15
16.27,377,377,-2.48,24,24,0,0,1,0,0.25,-1.88
16.275,261,261,-1.36,24,24,0,0,1,0,0.14,-2.23
16.280001,157,157,-0.22,26,22,0,0,1,0,0.02,-2.28
16.285,24,24,0.99,26,22,0,0,1,0,-0.1,-2.42
16.290001,-129,-129,1.96,24,24,0,0,1,0,-0.2,-1.94
16.295,-236,-236,3.16,24,24,0,0,1,0,-0.32,-2.41
16.299999,-423,-423,4.23,20,20,0,0,1,0,-0.42,-2.13
16.305,-549,-549,5.33,20,20,0,0,1,0,-0.53,-2.21
16.309999,-709,-709,6.49,14,12,0,0,1,0,-0.65,-2.31
16.315001,-800,-800,7.51,14,12,0,0,1,0,-0.75,-2.05
16.32,-800,-800,8.2,10,8,0,0,1,0,-0.82,-1.38
16.325001,-800,-800,8.56,10,8,0,0,1,0,-0.86,-0.72
16.33,-800,-800,8.95,2,2,0,0,1,0,-0.9,-0.8
16.334999,-800,-800,9.09,2,2,0,0,1,0,-0.91,-0.28
16.34,-800,-800,9.24,-8,-8,0,0,1,0,-0.92,-0.3
16.344999,-800,-800,9.15,-8,-8,0,0,1,0,-0.91,0.19
16.35,-789,-789,9,-12,-14,0,0,1,0,-0.9,0.3
16.355,-750,-750,8.49,-12,-14,0,0,1,0,-0.85,1.02
16.360001,-519,-519,7.95,-20,-20,0,0,1,0,-0.8,1.07
16.365,-468,-468,7.03,-20,-20,0,0,1,0,-0.7,1.84
16.370001,-292,-292,6.41,-24,-24,0,0,1,0,-0.64,1.24
16.375,-331,-331,5.58,-24,-24,0,0,1,0,-0.56,1.66
16.379999,-226,-226,4.48,-26,-28,0,0,1,0,-0.45,2.2
16.385,-152,-152,3.13,-26,-28,0,0,1,0,-0.31,2.69
16.389999,-98,-98,2.1,-24,-28,0,0,1,0,-0.21,2.07
16.395,-66,-66,0.64,-24,-28,0,0,1,0,-0.06,2.92
16.4,-17,-17,-0.63,-22,-24,0,0,1,0,0.06,2.54
16.405001,23,23,-1.82,-22,-24,0,0,1,0,0.18,2.37
16.41,61,61,-2.91,-18,-20,0,0,1,0,0.29,2.19
16.415001,97,97,-3.8,-18,-20,0,0,1,0,0.38,1.77
16.42,133,133,-4.74,-16,-16,0,0,1,0,0.47,1.89
16.424999,160,160,-5.5,-16,-16,0,0,1,0,0.55,1.53
16.43,211,211,-6.42,-10,-14,0,0,1,0,0.64,1.82
16.434999,219,219,-7.23,-10,-14,0,0,1,0,0.72,1.62
16.440001,263,263,-7.61,-10,-10,0,0,1,0,0.76,0.77
16.445,408,408,-8.06,-10,-10,0,0,1,0,0.81,0.9
16.450001,410,410,-8.63,-4,-4,0,0,1,0,0.86,1.14
16.455,405,405,-8.89,-4,-4,0,0,1,0,0.89,0.51
16.459999,446,446,-9.02,-2,-4,0,0,1,0,0.9,0.27
16.465,449,449,-9.06,-2,-4,0,0,1,0,0.91,0.08
16.469999,448,448,-9.17,4,2,0,0,1,0,0.92,0.21
16.475,452,452,-9.31,4,2,0,0,1,0,0.93,0.28
16.48,457,457,-9.04,8,6,0,0,1,0,0.9,-0.54
16.485001,474,474,-8.62,8,6,0,0,1,0,0.86,-0.83
16.49,507,507,-8.61,10,8,0,0,1,0,0.86,-0.02
16.495001,433,433,-8.43,10,8,0,0,1,0,0.84,-0.36
16.5,431,431,-8.14,14,12,0,0,1,0,0.81,-0.58
16.504999,451,451,-7.42,14,12,0,0,1,0,0.74,-1.44
16.51,554,554,-6.95,16,14,0,0,1,0,0.7,-0.94
16.514999,452,452,-6.34,16,14,0,0,1,0,0.63,-1.23
16.52,465,465,-5.7,18,16,0,0,1,0,0.57,-1.27
16.525,439,439,-4.86,18,16,0,0,1,0,0.49,-1.69
16.530001,442,442,-4.41,20,16,0,0,1,0,0.44,-0.89
16.535,329,329,-3.89,20,16,0,0,1,0,0.39,-1.05
16.540001,309,309,-3.14,22,20,0,0,1,0,0.31,-1.51
16.545,288,288,-2.07,22,20,0,0,1,0,0.21,-2.13
16.549999,233,233,-1.35,22,22,0,0,1,0,0.13,-1.45
16.555,127,127,-0.15,22,22,0,0,1,0,0.01,-2.4
16.559999,15,15,0.87,20,20,0,0,1,0,-0.09,-2.04
16.565001,-107,-107,1.9,20,20,0,0,1,0,-0.19,-2.05
16.57,-235,-235,2.83,18,18,0,0,1,0,-0.28,-1.87
16.575001,-339,-339,3.75,18,18,0,0,1,0,-0.38,-1.84
16.58,-454,-454,4.69,16,16,0,0,1,0,-0.47,-1.88
16.584999,-584,-584,5.54,16,16,0,0,1,0,-0.55,-1.68
16.59,-674,-674,6.4,10,10,0,0,1,0,-0.64,-1.72
16.594999,-800,-800,7.09,10,10,0,0,1,0,-0.71,-1.38
16.6,-800,-800,7.45,4,2,0,0,1,0,-0.74,-0.72
16.605,-796,-796,7.51,4,2,0,0,1,0,-0.75,-0.13
16.610001,-671,-671,7.7,-2,-2,0,0,1,0,-0.77,-0.37
16.615,-731,-731,7.77,-2,-2,0,0,1,0,-0.78,-0.15
16.620001,-701,-701,7.89,-10,-10,0,0,1,0,-0.79,-0.23
16.625,-729,-729,7.58,-10,-10,0,0,1,0,-0.76,0.61
16.629999,-534,-534,7.22,-16,-16,0,0,1,0,-0.72,0.74
16.635,-470,-470,6.6,-16,-16,0,0,1,0,-0.66,1.23
16.639999,-345,-345,6.02,-22,-22,0,0,1,0,-0.6,1.17
16.645,-315,-315,5.06,-22,-22,0,0,1,0,-0.51,1.92
16.65,-183,-183,4.37,-24,-26,0,0,1,0,-0.44,1.37
16.655001,-191,-191,3.32,-24,-26,0,0,1,0,-0.33,2.1
16.66,-105,-105,2.25,-22,-22,0,0,1,0,-0.22,2.15
16.665001,-70,-70,0.93,-22,-22,0,0,1,0,-0.09,2.63
16.67,-27,-27,-0.09,-22,-22,0,0,1,0,0.01,2.04
16.674999,5,5,-1.22,-22,-22,0,0,1,0,0.12,2.27
16.68,42,42,-2.27,-18,-18,0,0,1,0,0.23,2.1
16.684999,76,76,-3.03,-18,-18,0,0,1,0,0.3,1.51
16.690001,118,118,-3.96,-14,-14,0,0,1,0,0.4,1.86
16.695,135,135,-4.71,-14,-14,0,0,1,0,0.47,1.51
16.700001,183,183,-5.32,-12,-14,0,0,1,0,0.53,1.22
16.705,244,244,-5.94,-12,-14,0,0,1,0,0.59,1.24
16.709999,269,269,-6.61,-6,-6,0,0,1,0,0.66,1.33
16.715,284,284,-7.07,-6,-6,0,0,1,0,0.71,0.92
16.719999,370,370,-7.32,-6,-6,0,0,1,0,0.73,0.5
16.725,397,397,-7.6,-6,-6,0,0,1,0,0.76,0.56
16.73,407,407,-7.99,0,0,0,0,1,0,0.8,0.77
16.735001,420,420,-8.11,0,0,0,0,1,0,0.81,0.25
16.74,420,420,-8.08,2,4,0,0,1,0,0.81,-0.06
16.745001,415,415,-7.76,2,4,0,0,1,0,0.78,-0.64
16.75,445,445,-7.8,6,6,0,0,1,0,0.78,0.08
16.754999,406,406,-7.93,6,6,0,0,1,0,0.79,0.25
16.76,414,414,-7.68,8,10,0,0,1,0,0.77,-0.5
16.764999,422,422,-7.16,8,10,0,0,1,0,0.72,-1.04
16.77,476,476,-6.8,12,12,0,0,1,0,0.68,-0.7
16.775,416,416,-6.27,12,12,0,0,1,0,0.63,-1.07
16.780001,441,441,-5.8,14,14,0,0,1,0,0.58,-0.95
16.785,405,405,-5.05,14,14,0,0,1,0,0.51,-1.49
16.790001,427,427,-4.69,18,18,0,0,1,0,0.47,-0.72
16.795,328,328,-4.26,18,18,0,0,1,0,0.43,-0.86
16.799999,318,318,-3.49,20,20,0,0,1,0,0.35,-1.54
16.805,321,321,-2.51,20,20,0,0,1,0,0.25,-1.97
16.809999,271,271,-1.96,20,20,0,0,1,0,0.2,-1.11
16.815001,167,167,-0.9,20,20,0,0,1,0,0.09,-2.11
16.82,102,102,-0.05,20,18,0,0,1,0,0,-1.71
16.825001,3,3,0.87,20,18,0,0,1,0,-0.09,-1.84
16.83,-101,-101,1.59,18,18,0,0,1,0,-0.16,-1.44
16.834999,-166,-166,2.47,18,18,0,0,1,0,-0.25,-1.76
16.84,-285,-285,3.27,16,16,0,0,1,0,-0.33,-1.6
16.844999,-364,-364,4.01,16,16,0,0,1,0,-0.4,-1.49
16.85,-447,-447,4.89,10,10,0,0,1,0,-0.49,-1.75
16.855,-593,-593,5.62,10,10,0,0,1,0,-0.56,-1.47
16.860001,-658,-658,6.28,8,6,0,0,1,0,-0.63,-1.32
16.865,-730,-730,6.51,8,6,0,0,1,0,-0.65,-0.47
16.870001,-621,-621,6.87,2,0,0,0,1,0,-0.69,-0.7
16.875,-721,-721,7.05,2,0,0,0,1,0,-0.71,-0.37
16.879999,-659,-659,7.25,-6,-6,0,0,1,0,-0.72,-0.38
16.885,-682,-682,7.17,-6,-6,0,0,1,0,-0.72,0.15
16.889999,-591,-591,7.04,-8,-10,0,0,1,0,-0.7,0.25
16.895,-565,-565,6.86,-8,-10,0,0,1,0,-0.69,0.38
16.9,-528,-528,6.49,-14,-18,0,0,1,0,-0.65,0.73
16.905001,-414,-414,5.77,-14,-18,0,0,1,0,-0.58,1.44
16.91,-261,-261,5.21,-18,-18,0,0,1,0,-0.52,1.11
16.915001,-270,-270,4.61,-18,-18,0,0,1,0,-0.46,1.21
16.92,-223,-223,3.81,-20,-22,0,0,1,0,-0.38,1.6
16.924999,-140,-140,2.74,-20,-22,0,0,1,0,-0.27,2.15
16.93,-86,-86,1.9,-22,-24,0,0,1,0,-0.19,1.66
16.934999,-67,-67,0.79,-22,-24,0,0,1,0,-0.08,2.22
16.940001,-23,-23,-0.12,-20,-20,0,0,1,0,0.01,1.83
16.945,6,6,-1.15,-20,-20,0,0,1,0,0.12,2.06
16.950001,39,39,-2.17,-16,-18,0,0,1,0,0.22,2.04
16.955,72,72,-2.94,-16,-18,0,0,1,0,0.29,1.53
16.959999,113,113,-3.77,-14,-16,0,0,1,0,0.38,1.67
16.965,136,136,-4.4,-14,-16,0,0,1,0,0.44,1.25
16.969999,199,199,-5.12,-10,-10,0,0,1,0,0.51,1.46
16.975,205,205,-5.73,-10,-10,0,0,1,0,0.57,1.22
16.98,263,263,-5.98,-8,-8,0,0,1,0,0.6,0.49
16.985001,347,347,-6.37,-8,-8,0,0,1,0,0.64,0.79
16.99,352,352,-6.87,-2,-4,0,0,1,0,0.69,1
16.995001,348,348,-7.1,-2,-4,0,0,1,0,0.71,0.45
17,389,389,-7.18,0,-4,0,0,1,0,0.72,0.16
17.004999,385,385,-7.07,0,-4,0,0,1,0,0.71,-0.21
17.01,382,382,-7.19,4,2,0,0,1,0,0.72,0.24
17.014999,388,388,-7.2,4,2,0,0,1,0,0.72,0.03
17.02,382,382,-7.13,8,6,0,0,1,0,0.71,-0.14
17.025,382,382,-6.81,8,6,0,0,1,0,0.68,-0.65
17.030001,409,409,-6.69,12,8,0,0,1,0,0.67,-0.24
17.035,371,371,-6.49,12,8,0,0,1,0,0.65,-0.39
17.040001,368,368,-6.1,12,10,0,0,1,0,0.61,-0.8
17.045,401,401,-5.29,12,10,0,0,1,0,0.53,-1.62
17.049999,459,459,-4.89,14,14,0,0,1,0,0.49,-0.79
17.055,345,345,-4.26,14,14,0,0,1,0,0.43,-1.25
17.059999,350,350,-3.65,14,14,0,0,1,0,0.36,-1.23
17.065001,306,306,-2.83,14,14,0,0,1,0,0.28,-1.64
17.07,272,272,-2.55,18,16,0,0,1,0,0.25,-0.57
17.075001,188,188,-1.9,18,16,0,0,1,0,0.19,-1.3
17.08,170,170,-1.29,18,16,0,0,1,0,0.13,-1.22
17.084999,115,115,-0.34,18,16,0,0,1,0,0.03,-1.9
17.09,35,35,0.25,18,18,0,0,1,0,-0.03,-1.18
17.094999,-25,-25,1.2,18,18,0,0,1,0,-0.12,-1.9
17.1,-142,-142,1.95,18,16,0,0,1,0,-0.19,-1.49
17.105,-207,-207,2.73,18,16,0,0,1,0,-0.27,-1.57
17.110001,-299,-299,3.6,10,10,0,0,1,0,-0.36,-1.74
17.115,-421,-421,4.27,10,10,0,0,1,0,-0.43,-1.34
17.120001,-466,-466,4.89,10,8,0,0,1,0,-0.49,-1.23
17.125,-532,-532,5.26,10,8,0,0,1,0,-0.53,-0.73
17.129999,-525,-525,5.77,2,2,0,0,1,0,-0.58,-1.02
17.135,-623,-623,6.18,2,2,0,0,1,0,-0.62,-0.84
17.139999,-658,-658,6.34,-2,-2,0,0,1,0,-0.63,-0.31
17.145,-574,-574,6.16,-2,-2,0,0,1,0,-0.62,0.37
17.15,-465,-465,6.14,-6,-6,0,0,1,0,-0.61,0.02
17.155001,-509,-509,6.12,-6,-6,0,0,1,0,-0.61,0.04
17.16,-505,-505,6.05,-14,-12,0,0,1,0,-0.6,0.15
17.165001,-483,-483,5.6,-14,-12,0,0,1,0,-0.56,0.89
17.17,-321,-321,5.09,-16,-16,0,0,1,0,-0.51,1.03
17.174999,-271,-271,4.55,-16,-16,0,0,1,0,-0.45,1.09
17.18,-231,-231,3.72,-18,-18,0,0,1,0,-0.37,1.66
17.184999,-133,-133,2.7,-18,-18,0,0,1,0,-0.27,2.04
17.190001,-85,-85,2,-20,-22,0,0,1,0,-0.2,1.39
17.195,-82,-82,1.12,-20,-22,0,0,1,0,-0.11,1.77
17.200001,-38,-38,0.29,-18,-18,0,0,1,0,-0.03,1.67
17.205,-9,-9,-0.62,-18,-18,0,0,1,0,0.06,1.82
17.209999,23,23,-1.48,-16,-16,0,0,1,0,0.15,1.71
17.215,54,54,-2.22,-16,-16,0,0,1,0,0.22,1.49
17.219999,89,89,-3.05,-12,-14,0,0,1,0,0.3,1.64
17.225,111,111,-3.61,-12,-14,0,0,1,0,0.36,1.12
17.23,173,173,-4.22,-8,-10,0,0,1,0,0.42,1.22
17.235001,193,193,-4.77,-8,-10,0,0,1,0,0.48,1.11
17.24,231,231,-5.02,-6,-8,0,0,1,0,0.5,0.5
17.245001,304,304,-5.38,-6,-8,0,0,1,0,0.54,0.72
17.25,303,303,-5.9,-4,-2,0,0,1,0,0.59,1.04
17.254999,294,294,-6.14,-4,-2,0,0,1,0,0.61,0.49
17.26,353,353,-6.18,0,-2,0,0,1,0,0.62,0.07
17.264999,354,354,-6.26,0,-2,0,0,1,0,0.63,0.16
17.27,358,358,-6.34,4,4,0,0,1,0,0.63,0.16
17.275,360,360,-6.31,4,4,0,0,1,0,0.63,-0.06
17.280001,357,357,-6.11,6,4,0,0,1,0,0.61,-0.4
17.285,355,355,-5.68,6,4,0,0,1,0,0.57,-0.85
17.290001,389,389,-5.65,10,8,0,0,1,0,0.57,-0.07
17.295,336,336,-5.35,10,8,0,0,1,0,0.53,-0.6
17.299999,348,348,-5.14,10,10,0,0,1,0,0.51,-0.43
17.305,320,320,-4.49,10,10,0,0,1,0,0.45,-1.29
17.309999,369,369,-4.18,12,14,0,0,1,0,0.42,-0.62
17.315001,292,292,-3.61,12,14,0,0,1,0,0.36,-1.15
17.32,298,298,-3.04,14,12,0,0,1,0,0.3,-1.13
17.325001,255,255,-2.34,14,12,0,0,1,0,0.23,-1.41
17.33,213,213,-2.1,16,16,0,0,1,0,0.21,-0.47
17.334999,153,153,-1.45,16,16,0,0,1,0,0.14,-1.31
17.34,131,131,-0.8,14,14,0,0,1,0,0.08,-1.29
17.344999,73,73,-0.03,14,14,0,0,1,0,0,-1.55
17.35,0,0,0.7,14,16,0,0,1,0,-0.07,-1.45
17.355,-73,-73,1.41,14,16,0,0,1,0,-0.14,-1.43
17.360001,-146,-146,2.18,14,14,0,0,1,0,-0.22,-1.55
17.365,-235,-235,2.85,14,14,0,0,1,0,-0.29,-1.34
17.369999,-298,-298,3.58,8,8,0,0,1,0,-0.36,-1.45
17.375,-388,-388,4.2,8,8,0,0,1,0,-0.42,-1.25
17.380001,-448,-448,4.79,6,8,0,0,1,0,-0.48,-1.17
17.384998,-513,-513,5.15,6,8,0,0,1,0,-0.51,-0.71
17.389999,-509,-509,5.57,2,2,0,0,1,0,-0.56,-0.85
17.395,-579,-579,5.91,2,2,0,0,1,0,-0.59,-0.68
17.400001,-596,-596,6.02,0,-2,0,0,1,0,-0.6,-0.21
17.404999,-528,-528,5.89,0,-2,0,0,1,0,-0.59,0.26
17.41,-455,-455,5.88,-4,-8,0,0,1,0,-0.59,0.02
17.415001,-484,-484,5.92,-4,-8,0,0,1,0,-0.59,-0.07
17.419998,-499,-499,5.78,-10,-12,0,0,1,0,-0.58,0.28
17.424999,-442,-442,5.29,-10,-12,0,0,1,0,-0.53,0.98
17.43,-290,-290,4.94,-14,-16,0,0,1,0,-0.49,0.69
17.435001,-305,-305,4.49,-14,-16,0,0,1,0,-0.45,0.91
17.439999,-245,-245,3.78,-18,-18,0,0,1,0,-0.38,1.42
17.445,-155,-155,2.97,-18,-18,0,0,1,0,-0.3,1.62
17.450001,-106,-106,2.31,-18,-20,0,0,1,0,-0.23,1.33
17.455002,-98,-98,1.37,-18,-20,0,0,1,0,-0.14,1.87
17.459999,-45,-45,0.56,-16,-18,0,0,1,0,-0.06,1.62
17.465,-19,-19,-0.33,-16,-18,0,0,1,0,0.03,1.79
17.470001,13,13,-1.2,-16,-16,0,0,1,0,0.12,1.73
17.474998,44,44,-1.99,-16,-16,0,0,1,0,0.2,1.58
17.48,76,76,-2.81,-14,-14,0,0,1,0,0.28,1.64
17.485001,103,103,-3.4,-14,-14,0,0,1,0,0.34,1.19
17.490002,159,159,-3.98,-10,-10,0,0,1,0,0.4,1.17
17.494999,187,187,-4.55,-10,-10,0,0,1,0,0.46,1.14
17.5,217,217,-4.82,-8,-8,0,0,1,0,0.48,0.54
17.505001,291,291,-5.18,-8,-8,0,0,1,0,0.52,0.73
17.509998,292,292,-5.74,-2,-2,0,0,1,0,0.57,1.1
17.514999,278,278,-5.93,-2,-2,0,0,1,0,0.59,0.39
17.52,350,350,-6.02,-2,-2,0,0,1,0,0.6,0.18
17.525001,350,350,-6.05,-2,-2,0,0,1,0,0.6,0.05
17.529999,349,349,-6.14,4,4,0,0,1,0,0.61,0.18
17.535,354,354,-6.1,4,4,0,0,1,0,0.61,-0.08
17.540001,351,351,-5.93,4,4,0,0,1,0,0.59,-0.33
17.544998,348,348,-5.52,4,4,0,0,1,0,0.55,-0.83
17.549999,379,379,-5.43,10,10,0,0,1,0,0.54,-0.17
17.555,329,329,-5.22,10,10,0,0,1,0,0.52,-0.43
17.560001,324,324,-4.93,10,10,0,0,1,0,0.49,-0.58
17.564999,326,326,-4.29,10,10,0,0,1,0,0.43,-1.26
17.57,353,353,-3.97,14,12,0,0,1,0,0.4,-0.64
17.575001,283,283,-3.37,14,12,0,0,1,0,0.34,-1.2
17.580002,284,284,-2.85,12,12,0,0,1,0,0.29,-1.04
17.584999,235,235,-2.16,12,12,0,0,1,0,0.22,-1.39
17.59,197,197,-1.96,14,16,0,0,1,0,0.2,-0.39
17.595001,140,140,-1.32,14,16,0,0,1,0,0.13,-1.29
17.599998,119,119,-0.77,14,14,0,0,1,0,0.08,-1.11
17.605,67,67,0.06,14,14,0,0,1,0,-0.01,-1.64
17.610001,-8,-8,0.49,16,14,0,0,1,0,-0.05,-0.86
17.615002,-44,-44,1.26,16,14,0,0,1,0,-0.13,-1.54
17.619999,-134,-134,1.89,12,12,0,0,1,0,-0.19,-1.26
17.625,-190,-190,2.52,12,12,0,0,1,0,-0.25,-1.25
17.630001,-256,-256,3.23,8,8,0,0,1,0,-0.32,-1.43
17.634998,-347,-347,3.8,8,8,0,0,1,0,-0.38,-1.14
17.639999,-390,-390,4.28,8,6,0,0,1,0,-0.43,-0.94
17.645,-429,-429,4.49,8,6,0,0,1,0,-0.45,-0.42
17.650001,-401,-401,4.89,0,0,0,0,1,0,-0.49,-0.81
17.654999,-491,-491,5.15,0,0,0,0,1,0,-0.52,-0.52
17.66,-481,-481,5.22,-4,-2,0,0,1,0,-0.52,-0.13
17.665001,-439,-439,5.01,-4,-2,0,0,1,0,-0.5,0.42
17.669998,-357,-357,5.02,-8,-6,0,0,1,0,-0.5,-0.01
17.674999,-407,-407,4.98,-8,-6,0,0,1,0,-0.5,0.07
17.68,-394,-394,4.81,-10,-10,0,0,1,0,-0.48,0.34
17.685001,-349,-349,4.32,-10,-10,0,0,1,0,-0.43,0.98
17.689999,-227,-227,3.98,-14,-14,0,0,1,0,-0.4,0.69
17.695,-237,-237,3.46,-14,-14,0,0,1,0,-0.35,1.02
17.700001,-172,-172,2.97,-16,-14,0,0,1,0,-0.3,0.99
17.705002,-150,-150,2.16,-16,-14,0,0,1,0,-0.22,1.63
17.709999,-77,-77,1.71,-14,-16,0,0,1,0,-0.17,0.89
17.715,-89,-89,0.86,-14,-16,0,0,1,0,-0.09,1.69
17.720001,-30,-30,0.24,-12,-12,0,0,1,0,-0.02,1.24
17.724998,-10,-10,-0.36,-12,-12,0,0,1,0,0.04,1.21
17.73,18,18,-1.11,-12,-12,0,0,1,0,0.11,1.49
17.735001,45,45,-1.57,-12,-12,0,0,1,0,0.16,0.93
17.740002,82,82,-2.25,-10,-10,0,0,1,0,0.22,1.35
17.744999,97,97,-2.81,-10,-10,0,0,1,0,0.28,1.12
17.75,135,135,-3.31,-6,-8,0,0,1,0,0.33,1.01
17.755001,167,167,-3.72,-6,-8,0,0,1,0,0.37,0.83
17.759998,203,203,-3.86,-6,-6,0,0,1,0,0.39,0.28
17.764999,258,258,-4.12,-6,-6,0,0,1,0,0.41,0.52
17.77,257,257,-4.54,0,-2,0,0,1,0,0.45,0.84
17.775001,246,246,-4.7,0,-2,0,0,1,0,0.47,0.32
17.779999,299,299,-4.72,0,2,0,0,1,0,0.47,0.02
17.785,300,300,-4.65,0,2,0,0,1,0,0.47,-0.12
17.790001,297,297,-4.77,4,4,0,0,1,0,0.48,0.23
17.794998,302,302,-4.81,4,4,0,0,1,0,0.48,0.08
17.799999,304,304,-4.66,4,6,0,0,1,0,0.47,-0.32
17.805,296,296,-4.29,4,6,0,0,1,0,0.43,-0.73
17.810001,308,308,-4.28,10,8,0,0,1,0,0.43,-0.03
17.814999,281,281,-4.1,10,8,0,0,1,0,0.41,-0.34
17.82,269,269,-3.78,10,10,0,0,1,0,0.38,-0.65
17.825001,272,272,-3.18,10,10,0,0,1,0,0.32,-1.21
17.830002,270,270,-2.9,12,12,0,0,1,0,0.29,-0.56
17.834999,211,211,-2.36,12,12,0,0,1,0,0.24,-1.07
17.84,198,198,-1.83,10,12,0,0,1,0,0.18,-1.06
17.845001,156,156,-1.23,10,12,0,0,1,0,0.12,-1.21
17.849998,109,109,-1,14,14,0,0,1,0,0.1,-0.45
17.855,75,75,-0.43,14,14,0,0,1,0,0.04,-1.14
17.860001,37,37,0.05,12,12,0,0,1,0,0,-0.96
17.865002,-6,-6,0.67,12,12,0,0,1,0,-0.07,-1.23
17.869999,-66,-66,1.25,10,10,0,0,1,0,-0.12,-1.16
17.875,-121,-121,1.79,10,10,0,0,1,0,-0.18,-1.08
17.880001,-172,-172,2.3,8,10,0,0,1,0,-0.23,-1.04
17.884998,-222,-222,2.73,8,10,0,0,1,0,-0.27,-0.86
